Organization type,Role in organization,Size of IT department,Customer organization type,Estimated  duration,Development type,Application domain,Object points,Other sizing method,Contract maturity,Government policy impact,Economic instability impact,Organization management structure clarity,Developer hiring policy,Developer incentives policy ,Developer training,Development team management,Top management support,Top management opinion of previous system,Clarity of manual system,User resistance,User computer experience, Users stability , Requirment stability , Requirements flexibility ,Project manager experience,Consultant availability,DBMS  expert availability,Precedentedness,Software tool experience,Programmers experience in programming language,Programmers capability ,Team selection,Team size,Daily working hours,Team contracts,Team continuity ,Team cohesion,Income satisfaction,Schedule quality,Development environment adequacy,Tool availability ,Methodology,# Multiple programing languages ,Programming language used,DBMS used,Technical stability,Open source software,Level of outsourcing,Degree of software reuse ,Degree of risk management,Use of standards, Process reengineering ,Requirement accuracy level,Technical documentation,Comments within the code,User manual,Required reusability,Performance requirements,Product complexity,Security requirements,Reliability requirements,Specified H/W,Effort
-2.0,0.0,0.0,0.3,-0.5,0.0,0.4,-0.28150573,0.0,2.0,1.0,0.5,1.0,0.0,0.33333334,0.0,0.0,1.0,0.0,0.0,1.25,0.0,0.0,-0.9162304,0.0,0.0,0.0,-1.0,0.0,-0.5,-0.5,-1.0,0.0,0.6666667,0.0,0.0,0.0,-1.0,2.0,0.0,1.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.0,0.6666667,-1.0,-1.0,-0.5,0.0,-1.0,0.0,-0.33333334,0.0,1936.0
-2.0,0.0,0.0,0.3,-0.5,0.0,0.0,-0.24549918,0.0,0.0,1.0,0.0,0.0,-0.33333334,0.33333334,-2.0,-0.25,1.0,0.0,-0.33333334,0.75,-1.0,1.1647941,-0.66492146,1.0,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,-0.33333334,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.6666667,0.0,0.0,0.0,0.0,2.0,0.0,0.6666667,0.0,2112.0
3.0,-1.0,0.0,0.3,1.0,0.0,0.0,-0.22913256,0.0,0.0,-1.0,0.5,0.0,0.6666667,0.0,0.0,0.0,0.0,-1.0,-0.6666667,-0.25,-1.0,0.0,-0.9162304,0.0,0.0,0.0,0.0,-1.3333334,-0.5,-0.5,-1.0,0.0,-1.0,1.0,2.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.505618,0.0,-1.3333334,0.0,-0.6666667,0.0,0.0,2.0,0.0,0.0,0.0,3861.0
0.0,4.0,1.0,-0.6,-0.25,6.0,-0.6,5.2536826,0.0,0.0,1.0,1.5,0.0,-0.33333334,-1.0,-2.0,0.0,0.0,0.0,0.6666667,1.25,0.0,1.0,0.8272251,0.6666667,0.0,-2.0,0.0,0.6666667,1.0,1.5,0.0,0.0,13.333333,0.0,0.0,1.111111,3.0,0.0,0.0,1.0,-2.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,0.5,0.0,-1.0,1.0,0.5,0.6666667,-1.0,0.0,1.0,0.0,0.0,0.0,-0.33333334,1.0,79200.0
0.0,-1.0,0.0,-0.5,0.25,0.0,0.4,0.24549918,0.0,2.0,0.0,0.5,0.0,0.6666667,0.6666667,0.0,0.5,1.0,-1.0,0.6666667,2.0,0.0,1.1647941,0.32984298,-0.1685393,1.0,0.0,-1.0,0.0,-0.5,-0.5,0.0,-1.0,0.33333334,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.5,0.0,-2.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,3.5056183,1.5,-1.3333334,-2.0,-1.0,-0.5,0.0,-1.0,-1.0,0.33333334,0.0,7392.0
0.0,-1.0,-0.14285715,0.5,-1.0,0.0,0.0,-0.19639935,0.0,-2.0,-1.0,0.0,0.0,-0.33333334,-0.6666667,-2.0,-0.25,0.0,0.0,0.0,-1.0,-1.0,0.0,0.16230364,0.6666667,0.0,0.0,0.0,-0.6666667,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,1.0,-2.0,0.0,0.0,-1.0,0.0,0.0,-2.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.6666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,704.0
0.0,0.0,-0.14285715,0.0,-0.25,0.0,-0.6,0.009819968,0.0,-0.6666667,0.0,1.5,1.0,0.6666667,0.0,0.0,1.5,0.0,0.0,0.6666667,-0.25,0.0,1.1647941,0.45549732,0.6666667,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,-0.6666667,0.0,1.0,1.6666666,2.0,-1.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,-1.5,0.0,0.0,0.0,1.5,-1.3333334,-2.0,-0.33333334,-0.5,1.0,1.0,0.0,0.33333334,0.0,3520.0
3.0,0.0,1.2857143,0.3,0.25,0.0,0.4,-0.20621932,0.0,1.3333334,-1.0,0.0,0.0,-0.33333334,-0.33333334,-1.0,-0.25,0.0,0.0,-0.33333334,-0.75,-1.0,0.0,-0.20942414,-0.1685393,0.0,0.0,0.0,0.0,-0.5,-0.5,-1.0,-1.0,-0.6666667,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-0.33333334,0.0,2.0,4.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.33333334,0.0,2904.0
0.0,1.0,-0.14285715,0.0,-0.5,0.0,-0.6,-0.022913257,0.0,1.3333334,0.0,1.5,0.0,0.6666667,0.0,0.0,0.5,0.0,0.0,0.6666667,0.5,-1.0,1.0,-0.20942414,-0.1685393,0.0,-1.0,0.0,0.0,-0.5,-0.5,2.0,-1.0,0.0,0.0,0.0,2.0,-1.0,-2.0,0.0,2.0,-0.6666667,0.5,0.0,-2.0,-1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.6666667,0.0,-1.0,1.0,1.0,0.0,0.0,0.6666667,0.0,704.0
0.0,-1.0,-0.14285715,0.0,-1.0,0.0,0.2,-0.1898527,0.0,2.6666667,0.0,0.0,0.0,0.6666667,0.33333334,0.0,0.25,0.0,-1.0,0.0,0.0,-1.0,0.0,-0.5445026,0.0,2.0,-1.0,0.0,-0.6666667,0.0,0.0,-1.0,-1.0,-1.0,0.0,2.0,5.0,-2.0,0.0,0.0,0.0,-0.6666667,-0.5,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5056183,0.0,0.6666667,0.0,-1.0,-0.5,1.0,0.0,0.0,0.0,0.0,528.0
0.0,0.0,0.0,0.3,-0.5,2.0,0.0,-0.23895253,0.0,0.0,-1.0,0.5,0.0,0.0,-0.6666667,-1.0,-0.5,0.0,0.0,-0.33333334,-0.5,-1.0,1.0,0.539267,-0.1685393,1.0,0.0,-1.0,0.0,0.5,0.5,-1.0,0.0,-0.6666667,0.0,0.0,1.6666666,0.0,1.0,0.0,1.0,-0.33333334,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,-2.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.6666667,1.0,1760.0
-2.0,-1.0,0.2857143,0.3,0.25,0.0,0.2,-0.08183306,0.0,2.6666667,-3.0,0.0,0.0,-0.33333334,0.0,0.0,-0.25,0.0,0.0,-0.33333334,0.25,-1.0,0.0,0.2879581,0.6666667,0.0,0.0,0.0,0.6666667,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,-0.5,0.0,-2.0,-1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.5,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.33333334,0.0,5632.0
0.0,0.0,0.0,-0.7,1.0,0.0,-0.8,1.1620295,0.0,0.0,-3.0,0.0,0.0,0.6666667,0.33333334,0.0,0.0,0.0,-1.0,-0.33333334,0.5,0.0,0.0,0.41361254,1.0,0.0,0.0,-1.0,-0.6666667,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.0000005,1.5,-0.6666667,-2.0,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,14850.0
0.0,0.0,0.0,-0.7,1.0,0.0,-0.8,1.1620295,0.0,0.0,-3.0,0.0,0.0,0.6666667,0.33333334,0.0,0.0,0.0,-1.0,-0.33333334,0.5,0.0,0.0,0.41361254,1.0,0.0,0.0,-1.0,-0.6666667,1.5,0.0,0.0,0.0,0.6666667,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.0000005,1.5,-0.6666667,-2.0,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,17820.0
0.0,0.0,-0.14285715,-0.7,1.0,0.0,-0.8,1.8166939,0.0,-0.6666667,-3.0,0.0,0.0,0.6666667,0.6666667,0.0,0.25,0.0,-1.0,-0.33333334,0.0,-1.0,0.0,0.41361254,-0.3333333,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,-0.6666667,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0000005,1.5,-0.6666667,-2.0,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,5346.0
0.0,0.0,-0.14285715,-0.7,1.0,0.0,-0.8,1.8166939,0.0,-0.6666667,-3.0,0.0,0.0,0.6666667,0.6666667,0.0,0.25,0.0,-1.0,-0.33333334,0.0,-1.0,0.0,0.41361254,-0.3333333,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.33333334,1.0,2.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,3.0000005,1.5,-0.6666667,-2.0,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,10692.0
0.0,0.0,0.0,-0.7,1.75,0.0,-0.8,1.1620295,0.0,-0.6666667,-1.0,0.0,0.0,0.6666667,0.33333334,-1.0,0.25,0.0,-1.0,-0.33333334,0.0,0.0,0.0,0.41361254,1.0,0.0,0.0,-1.0,-0.6666667,0.0,0.0,0.0,0.0,0.33333334,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.0000005,1.5,-0.6666667,-2.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,10692.0
0.0,0.0,-0.14285715,-0.7,1.0,0.0,-0.8,2.1440263,0.0,-0.6666667,-3.0,0.0,0.0,0.6666667,0.6666667,0.0,0.25,0.0,-1.0,-0.33333334,0.0,-1.0,0.0,0.41361254,-0.3333333,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.33333334,1.0,2.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0000005,1.5,-0.6666667,-2.0,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,8019.0
0.0,0.0,0.0,-0.7,1.75,0.0,-0.8,1.1620295,0.0,0.0,-3.0,0.0,0.0,0.6666667,0.6666667,0.0,0.0,0.0,-1.0,-0.33333334,0.0,-1.0,0.0,0.41361254,-0.3333333,0.0,0.0,0.0,-0.6666667,-0.5,0.0,0.0,0.0,0.6666667,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0000005,1.5,-0.6666667,-2.0,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,10692.0
0.0,0.0,-0.14285715,-0.7,1.0,0.0,-0.8,1.8166939,0.0,-0.6666667,-3.0,0.0,0.0,0.6666667,0.6666667,0.0,0.25,0.0,-1.0,-0.33333334,0.0,-1.0,0.0,0.41361254,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.33333334,1.0,2.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0000005,1.5,-0.6666667,-2.0,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,10692.0
3.0,-1.0,1.2857143,0.3,0.0,0.0,0.4,-0.25204584,0.0,0.6666667,-1.0,0.0,0.0,-0.33333334,-0.33333334,0.0,-0.25,1.0,0.0,0.0,-0.5,0.0,0.0,0.8272251,0.49812734,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.33333334,0.0,3.0,0.0,0.0,-1.0,1.0,1.0,-1.3333334,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.49438217,0.5,0.6666667,0.0,0.0,0.5,0.0,0.0,0.0,0.33333334,2.0,4224.0
0.0,5.0,0.71428573,-0.7,0.5,0.0,-0.8,1.3256956,0.0,1.3333334,0.0,0.0,1.0,0.0,0.33333334,0.0,0.25,-2.0,-1.0,-0.33333334,1.5,0.0,1.1647941,0.07853408,0.0,0.0,0.0,0.0,-1.3333334,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.3333334,0.0,0.0,-0.33333334,-1.0,0.0,0.0,0.0,0.5,0.0,0.0,3.0000005,1.0,0.6666667,1.0,0.0,0.5,0.0,-1.0,2.0,-0.33333334,0.0,6534.0
0.0,0.0,0.0,0.0,-0.5,6.0,-0.6,0.09819967,0.0,0.6666667,0.0,1.0,0.0,-0.33333334,-0.33333334,-2.0,0.0,0.0,0.0,0.6666667,0.5,0.0,0.0,0.7434555,1.0,0.0,0.0,0.0,-1.3333334,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0,-1.0,0.0,0.0,-0.33333334,0.0,0.0,1.0,3.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.5,-0.6666667,0.0,-0.6666667,0.0,1.0,0.0,0.0,0.33333334,0.0,3465.0
1.0,-1.0,1.2857143,0.3,0.75,0.0,0.4,0.2782324,0.0,1.3333334,1.0,1.5,0.0,-0.33333334,0.33333334,0.0,1.0,0.0,0.0,0.0,1.25,-1.0,1.1647941,0.5811518,1.0,1.0,-1.0,0.0,0.0,0.5,0.5,2.0,0.0,1.3333334,0.0,1.0,1.111111,0.0,1.0,2.0,1.0,-1.0,0.5,0.0,-0.33333334,1.0,1.0,0.0,-2.0,-1.0,-1.0,0.0,1.0,1.0,-0.6666667,0.0,0.0,-0.5,1.0,0.0,0.0,-0.33333334,3.0,16016.0
-4.0,0.0,-0.14285715,0.3,-0.75,6.0,0.4,-0.09819967,0.0,1.3333334,-1.0,0.0,0.0,-0.33333334,0.33333334,-1.0,-0.5,-1.0,-1.0,0.6666667,0.75,1.0,1.0,0.0,-0.3333333,0.0,-1.0,-1.0,-1.3333334,1.5,0.5,-1.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,-2.0,3.0,1.0,0.0,0.0,0.0,-2.0,-1.0,0.0,1.0,-1.0,0.5,-1.0,0.0,0.0,1.5,-1.3333334,-2.0,0.0,1.0,1.0,-1.0,0.0,0.33333334,1.0,792.0
-1.0,-1.0,0.14285715,-0.7,0.25,0.0,-0.8,-0.14729951,0.0,1.3333334,1.0,3.0,2.0,0.6666667,-0.33333334,-1.0,0.5,0.0,-1.0,0.0,-0.25,-1.0,1.0,-0.9162304,-0.1685393,2.0,-1.0,0.0,0.6666667,1.5,1.5,-1.0,0.0,0.0,4.0,1.0,1.0,3.0,0.0,2.0,3.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0000005,1.5,-1.3333334,-2.0,-1.0,-0.5,0.0,-1.0,-1.0,-0.33333334,1.0,21384.0
-3.0,0.0,0.5714286,0.3,-0.75,0.0,0.0,-0.2749591,0.0,2.6666667,0.0,0.0,0.0,-0.33333334,0.6666667,-2.0,-0.5,-2.0,0.0,0.0,-0.75,-1.0,0.0,0.6230367,-0.1685393,0.0,0.0,0.0,-0.6666667,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,2.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.6666667,0.0,0.0,-0.5,0.0,-1.0,0.0,-0.33333334,0.0,880.0
1.0,-1.0,1.2857143,0.3,-0.5,2.0,0.4,-0.09165303,0.0,1.3333334,0.0,0.5,0.0,-0.33333334,0.33333334,0.0,-0.5,0.0,0.0,0.6666667,-0.25,0.0,0.0,0.0,0.8314608,0.0,0.0,0.0,-0.6666667,1.5,1.5,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,-2.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,-1.3333334,0.0,-1.0,0.0,1.0,-1.0,0.0,0.33333334,1.0,3168.0
-3.0,2.0,0.2857143,-0.6,1.75,0.0,0.4,-0.27168575,0.0,0.6666667,1.0,0.5,0.0,0.33333334,0.0,-1.0,1.5,1.0,0.0,-0.33333334,2.25,0.0,0.8314608,0.37172776,0.8314608,0.0,0.0,0.0,0.0,-0.5,-0.5,1.0,0.0,-0.6666667,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.5,0.0,0.33333334,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,-2.0,-0.6666667,-0.5,0.0,0.0,0.0,-0.33333334,0.0,19008.0
